vendor,name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas,url
Carrefour,Caldo de ave ecológico Carrefour Bio 8 pastillas,1.41,0.5 g,7 Kcal,29 KJ,0.89 g,0.6 g,0.5 g,https://www.carrefour.es/supermercado/caldo-de-ave-ecologico-carrefour-bio-8-pastillas/R-VC4AECOMM-025216/p
Carrefour,Salchichas Fleischwurst Original Carrefour sin gluten y sin lactosa 650 g.,6.59,25 g,276 Kcal,1143 KJ,2 g,1 g,13 g,https://www.carrefour.es/supermercado/salchichas-fleischwurst-original-carrefour-sin-gluten-y-sin-lactosa-pack-de-2-unidades-de-325-g/R-fprod1350069/p
Carrefour,Pannini Atún 250 g,3.39,7.7 g,221 Kcal,927 KJ,1.1 g,28 g,8.7 g,https://www.carrefour.es/supermercado/pannini-atun-250-g/R-521034235/p
Carrefour,Queso gouda loncheado Carrefour 150 g.,1.86,28 g,351 Kcal,1455 KJ,,,,https://www.carrefour.es/supermercado/queso-gouda-loncheado-carrefour-150-g/R-784429250/p
Carrefour,Tomate triturado Cidacos 800 g.,1.99,0.1 g,28 Kcal,117 KJ,0.5 g,5.5 g,0.8 g,https://www.carrefour.es/supermercado/tomate-triturado-cidacos-800-g/R-VC4AECOMM-002530/p
Carrefour,Gran Barra Obrador 560 g,2.45,0.9 g,258 Kcal,1092 KJ,1.3 g,52 g,8.3 g,https://www.carrefour.es/supermercado/gran-barra-obrador-560-g/R-VC4AECOMM-429805/p
Carrefour,Batido de cacao sin azúcar añadido Cacaolat sin gluten 200 ml.,1.77,1.5 g,45.0 Kcal,188.0 KJ,0.2 g,4.1 g,3.4 g,https://www.carrefour.es/supermercado/batido-de-cacao-sin-azucar-anadido-cacaolat-sin-gluten-200-ml/R-VC4AECOMM-188994/p
Carrefour,Palomitas sabor barbacoa para microondas Xtra Bbq Popitas sin gluten pack de 2 unidades de 80 g.,3.15,33 g,541 Kcal,2137 KJ,3.2 g,43 g,7.3 g,https://www.carrefour.es/supermercado/palomitas-sabor-barbacoa-para-microondas-xtra-bbq-popitas-sin-gluten-pack-de-2-unidades-de-80-g/R-VC4AECOMM-182354/p
Carrefour,Fideo nº4 Gallo 450 g.,1.42,2 g,344 Kcal,1458 KJ,0.03 g,68 g,12 g,https://www.carrefour.es/supermercado/fideo-n4-gallo-450-g/R-VC4AECOMM-556415/p
Carrefour,Chocolate negro 85% ecológico Oxfam Intermón 100 g.,2.95,52.8 g,619 Kcal,2556 KJ,0.02 g,21.3 g,8.1 g,https://www.carrefour.es/supermercado/chocolate-negro-85-ecologico-oxfam-intermon-100-g/R-prod62849/p
Carrefour,Mermelada de frutas del bosque ecológica Pedro Luís 300 g.,4.95,0 g,166 Kcal,693 KJ,0 g,39 g,1 g,https://www.carrefour.es/supermercado/mermelada-de-frutas-del-bosque-ecologica-pedro-luis-300-g/R-590205747/p
Carrefour,Cola Carrefour Classic' zero botella 2 l.,0.70,,0 Kcal,1 KJ,0.02 g,0.05 g,,https://www.carrefour.es/supermercado/cola-carrefour-classic-zero-botella-2-l/R-VC4AECOMM-720271/p
Carrefour,Crema de cacao con avellanas Nutella 1 kg.,7.89,30.9 g,539 Kcal,2252 KJ,0.107 g,57.5 g,6.3 g,https://www.carrefour.es/supermercado/crema-de-cacao-con-avellanas-nutella-1-kg/R-747905143/p
Carrefour,Palitos de chocolate noir Mikado Lu 75 g.,1.99,18 g,468 Kcal,1962 KJ,0.78 g,66 g,6.4 g,https://www.carrefour.es/supermercado/palitos-de-chocolate-noir-mikado-lu-75-g/R-521002903/p
Carrefour,Lentejas de la abuela Hoy Legumbres Litoral sin gluten 425 g.,2.05,2.7 g,90 Kcal,378 KJ,0.74 g,8.9 g,5.7 g,https://www.carrefour.es/supermercado/lentejas-de-la-abuela-hoy-legumbres-litoral-sin-gluten-425-g/R-546306110/p
Carrefour,Chocolate negro 70% relleno de mousse de naranja sin azúcar añadido Valor sin gluten 150 g.,2.99,36 g,486 Kcal,2033 KJ,0.13 g,38 g,9.3 g,https://www.carrefour.es/supermercado/chocolate-negro-70-relleno-de-mousse-de-naranja-sin-azucar-anadido-valor-sin-gluten-150-g/R-671401737/p
Carrefour,Bombón helado de menta y chocolate Carrefour Extra 4 ud.,3.39,21 g,318 Kcal,1324 KJ,0.09 g,28 g,2.8 g,https://www.carrefour.es/supermercado/bombon-helado-de-menta-y-chocolate-carrefour-extra-4-ud/R-VC4AECOMM-640918/p
Carrefour,Sopa maravilla Calnort 66 g.,0.27,2.3 g,313 Kcal,1310 KJ,13.3 g,59 g,13 g,https://www.carrefour.es/supermercado/sopa-maravilla-calnort-66-g/R-VC4AECOMM-763929/p
Carrefour,Sazonador para fajitas Sensation Carrefour 30 g.,1.07,2.2 g,265 Kcal,1108 KJ,20.5 g,54 g,6.4 g,https://www.carrefour.es/supermercado/sazonador-para-fajitas-sensation-carrefour-30-g/R-VC4AECOMM-696575/p
Carrefour,Yogur sabor a frutos del bosque Danone pack 4 unidades 120 g.,0.99,2.2 g,72.0 Kcal,300.0 KJ,0.11 g,10.0 g,3.0 g,https://www.carrefour.es/supermercado/yogur-sabor-a-frutos-del-bosque-danone-pack-4-unidades-120-g/R-VC4AECOMM-050650/p
Carrefour,Pipas de girasol tostadas con sal Simpl 1 kg.,3.69,44 g,508 Kcal,2403 KJ,0.19 g,11 g,28 g,https://www.carrefour.es/supermercado/pipas-de-girasol-tostadas-con-sal-simpl-1-kg/R-VC4AECOMM-237803/p
Carrefour,Café latte macchiato caramelo Carrefour Sensation sin gluten 250 ml.,0.77,3.0 g,73 Kcal,308 KJ,0.16 g,8.4 g,3.2 g,https://www.carrefour.es/supermercado/cafe-latte-macchiato-caramelo-carrefour-sensation-sin-gluten-250-ml/R-fprod1260228/p
Carrefour,Helado de vainilla de Madagascar Carte D'or Les Classiques 900 ml.,4.49,7.5 g,193 Kcal,809 KJ,0.11 g,29 g,2.1 g,https://www.carrefour.es/supermercado/helado-de-vainilla-de-madagascar-carte-dor-les-classiques-900-ml/R-VC4AECOMM-727037/p
Carrefour,Banderillas dulces Carrefour 170 g.,1.58,3.4 g,48 Kcal,199 KJ,2.3 g,2.8 g,1 g,https://www.carrefour.es/supermercado/banderillas-dulces-carrefour-170-g/R-530067496/p
Carrefour,Almeja japonesa cruda congelada 400 g,4.99,1.3 g,50 Kcal,209 KJ,1.1 g,1.1 g,8.3 g,https://www.carrefour.es/supermercado/almeja-japonesa-cruda-congelada-400-g/R-prod310557/p
Carrefour,Kéfir desnatado ecológico Carrefour Bio 420 g.,3.85,0.5 g,36 Kcal,152 KJ,0.1 g,2.6 g,6.1 g,https://www.carrefour.es/supermercado/kefir-desnatado-ecologico-carrefour-bio-420-g/R-VC4AECOMM-437912/p
Carrefour,Filete de atún con pimiento del piquillo y aceite de oliva Extra Carrefour 130 g.,4.45,23 g,284 Kcal,1178 KJ,0.75 g,1.1 g,18 g,https://www.carrefour.es/supermercado/filete-de-atun-con-pimiento-del-piquillo-y-aceite-de-oliva-extra-carrefour-130-g/R-VC4AECOMM-095531/p
Carrefour,Pasta estrellas Gallo 450 g.,1.45,2 g,344 Kcal,1458 KJ,0.03 g,68 g,12 g,https://www.carrefour.es/supermercado/pasta-estrellas-gallo-450-g/R-VC4AECOMM-557245/p
Carrefour,Gildas con boquerón De Nuestra Tierra sin gluten y sin lactosa 90 g.,5.05,27 g,275 Kcal,1131 KJ,2.5 g,2 g,5.5 g,https://www.carrefour.es/supermercado/gildas-con-boqueron-de-nuestra-tierra-sin-gluten-y-sin-lactosa-90-g/R-fprod1230019/p
Carrefour,Mojicones aceite de oliva Luna 600 g.,2.99,19 g,410.5 Kcal,1729.5 KJ,0.76 g,55.4 g,4.09 g,https://www.carrefour.es/supermercado/mojicones-aceite-de-oliva-luna-600-g/R-prod72350/p
Carrefour,Pechuga de Pavo braseada en lonchas finas Campofrío Finissimas sin gluten y sin lactosa 115 g,1.99,1 g,86 Kcal,363 KJ,1.8 g,2.2 g,17 g,https://www.carrefour.es/supermercado/pechuga-de-pavo-braseada-en-lonchas-finas-campofrio-finissimas-sin-gluten-y-sin-lactosa-115-g/R-VC4AECOMM-695342/p
Carrefour,Alfajor de dulce de leche Mardel 150 g.,2.39,14.6 g,398.0 Kcal,1672.0 KJ,0.3 g,58.3 g,7.7 g,https://www.carrefour.es/supermercado/alfajor-de-dulce-de-leche-mardel-150-g/R-590213573/p
Carrefour,Pan de molde blanco rebanada gruesa Warburtons 800 g.,5.05,2 g,244 Kcal,1025 KJ,,46.4 g,9.1 g,https://www.carrefour.es/supermercado/pan-de-molde-blanco-rebanada-gruesa-warburtons-800-g/R-prod67938/p
Carrefour,Tortas de aceite con canela Inés Rosales 180 g.,3.85,25 g,504 Kcal,2108 KJ,0.27 g,61 g,6.5 g,https://www.carrefour.es/supermercado/tortas-de-aceite-con-canela-ines-rosales-180-g/R-prod261972/p
Carrefour,Chicles sabor menta sin azúcar Orbit pack de 2 unidades de 84 g.,5.00,0 g,149.0 Kcal,622.0 KJ,0 g,62.0 g,0 g,https://www.carrefour.es/supermercado/chicles-sabor-menta-sin-azucar-orbit-pack-de-2-unidades-de-84-g/R-VC4AECOMM-242439/p
Carrefour,Pan tostado elaborado con harina de trigo integral 32 % ecológico Carrefour Bio 250 g.,2.35,4.0 g,375.0 Kcal,1585.0 KJ,1.4 g,69.0 g,12.0 g,https://www.carrefour.es/supermercado/pan-tostado-elaborado-con-harina-de-trigo-integral-32-ecologico-carrefour-bio-250-g/R-662401918/p
Carrefour,Harina de garbanzos ecológica Ecocesta 500 g.,4.15,6.2 g,332 Kcal,1391 KJ,0.010 g,39.7 g,19.13 g,https://www.carrefour.es/supermercado/harina-de-garbanzos-ecologica-ecocesta-500-g/R-590205989/p
Carrefour,Galletas finas de avena recubierta de chocolate negro Gullón 150 g.,1.84,27 g,505 Kcal,2110 KJ,0.68 g,55 g,6.7 g,https://www.carrefour.es/supermercado/galletas-finas-de-avena-recubierta-de-chocolate-negro-gullon-150-g/R-VC4AECOMM-460402/p
Carrefour,Caldo de pescado Carrefour sin gluten 1 l.,1.10,,5 Kcal,21 KJ,0.64 g,0.6 g,,https://www.carrefour.es/supermercado/caldo-de-pescado-carrefour-sin-gluten-1-l/R-521005793/p
Carrefour,Atún claro al natural 0% materia grasa Calvo pack 3 latas de 56 g.,4.65,0 g,98 Kcal,409 KJ,1.5 g,0 g,24 g,https://www.carrefour.es/supermercado/atun-claro-al-natural-0-materia-grasa-calvo-pack-3-latas-de-56-g/R-526510795/p
Carrefour,Berberechos al natural 60/100 Classic Carrefour 63 g.,2.69,0.7 g,79 Kcal,335 KJ,1.5 g,4.7 g,13.5 g,https://www.carrefour.es/supermercado/berberechos-al-natural-60-100-classic-carrefour-63-g/R-VC4AECOMM-555977/p
Carrefour,Salsa ragú a la boloñesa Rummo 340 g.,5.29,6.7 g,116 Kcal,484 KJ,0.6 g,4.2 g,8.9 g,https://www.carrefour.es/supermercado/salsa-ragu-a-la-bolonesa-rummo-340-g/R-VC4AECOMM-687070/p
Carrefour,Crema bombón 50% menos de azúcar añadido Clesa sin gluten sin lactosa pack de 4 unidades de 125 g.,1.73,2.3 g,78 Kcal,328 KJ,0.15 g,10.5 g,3.5 g,https://www.carrefour.es/supermercado/crema-bombon-50-menos-de-azucar-anadido-clesa-sin-gluten-sin-lactosa-pack-de-4-unidades-de-125-g/R-816214572/p
Carrefour,Finger de mozzarella Don Pancho 250 g.,4.19,17.1 g,307 Kcal,1285 KJ,0.6 g,20.9 g,17.3 g,https://www.carrefour.es/supermercado/finger-de-mozzarella-don-pancho-250-g/R-521031478/p
Carrefour,Pechuga de Pollo Cocida en lonchas Carrefour El Mercado 200 g,2.09,0.5 g,74 Kcal,316 KJ,1.85 g,0.5 g,17 g,https://www.carrefour.es/supermercado/pechuga-de-pollo-cocida-en-lonchas-carrefour-el-mercado-200-g/R-VC4AECOMM-050728/p
Carrefour,Pasta fideo cabellín ecológico Carrefour Bio 500 g.,1.62,1.5 g,349.0 Kcal,1478.0 KJ,0.03 g,70.0 g,12.0 g,https://www.carrefour.es/supermercado/pasta-fideo-cabellin-ecologico-carrefour-bio-500-g/R-530913232/p
Carrefour,Muesli infantil desde 12 meses 7 cereales sin azúcar añadido ecológico Hipp Biológico Mi Primer Desayuno 200 g.,5.45,3.6 g,367 Kcal,1550 KJ,0.05 g,70.1 g,10.8 g,https://www.carrefour.es/supermercado/muesli-infantil-desde-12-meses-7-cereales-sin-azucar-anadido-ecologico-hipp-biologico-mi-primer-desayuno-200-g/R-VC4AECOMM-176050/p
Carrefour,Petit de fresa Carrefour Classic sin gluten pack de 6 unidades de 60 g.,1.10,2 g,100 Kcal,420 KJ,0 g,12 g,7 g,https://www.carrefour.es/supermercado/petit-de-fresa-carrefour-classic-sin-gluten-pack-de-6-unidades-de-60-g/R-VC4AECOMM-715444/p
Carrefour,Filetes de anchoa en aceite de oliva Anxoves de L´Escala 30 g.,3.59,18 g,223 Kcal,932 KJ,11.5 g,1 g,22 g,https://www.carrefour.es/supermercado/filetes-de-anchoa-en-aceite-de-oliva-anxoves-de-lescala-30-g/R-521034580/p
Carrefour,Galleta María dorada ecológica Gullón 400 g.,3.29,18 g,477 Kcal,2005 KJ,0.38 g,72 g,6.0 g,https://www.carrefour.es/supermercado/galleta-maria-dorada-ecologica-gullon-400-g/R-VC4AECOMM-513647/p
Carrefour,Helado de vainilla con sabor a baileys Les Desserts Carte D'Or 542 g.,4.99,8.6 g,228 Kcal,824 KJ,0.06 g,28 g,1.8 g,https://www.carrefour.es/supermercado/helado-de-vainilla-con-sabor-a-baileys-les-desserts-carte-dor-542-g/R-VC4AECOMM-727056/p
Carrefour,Cerveza Mahou 5 Estrellas Radler con zumo natural de limón lata 33 cl.,0.77,0 g,47 Kcal,196 KJ,0.01 g,6.7 g,0.2 g,https://www.carrefour.es/supermercado/cerveza-mahou-5-estrellas-radler-con-zumo-natural-de-limon-lata-33-cl/R-prod810734/p
Carrefour,Queso de mezcla tierno Carrefour Classic cuña cortada de 250 g,3.05,31 g,366 Kcal,1518 KJ,1.3 g,0.8 g,21 g,https://www.carrefour.es/supermercado/queso-de-mezcla-tierno-carrefour-classic-cuna-cortada-de-250-g/R-VC4AECOMM-685155/p
Carrefour,Plumas Gallo sin gluten 450 g.,2.19,2 g,362 Kcal,1534 KJ,0.09 g,78 g,6.2 g,https://www.carrefour.es/supermercado/plumas-gallo-sin-gluten-450-g/R-VC4AECOMM-594202/p
Carrefour,"Tarrito de manzana, plátano, pera y melocotón desde 4 meses sin azúcar añadido Mi Menú pack de 2 unidades de 200 g.",2.15,0 g,58 Kcal,247 KJ,0 g,13 g,0.8 g,https://www.carrefour.es/supermercado/tarrito-de-manzana-platano-pera-y-melocoton-desde-4-meses-sin-azucar-anadido-mi-menu-pack-de-2-unidades-de-200-g/R-VC4AECOMM-678668/p
Carrefour,Atún en aceite de oliva Ribeira 650 g.,9.99,10 g,195 Kcal,817 KJ,1.2 g,0 g,26 g,https://www.carrefour.es/supermercado/atun-en-aceite-de-oliva-ribeira-650-g/R-prod731236/p
Carrefour,Chapelas cacao Dulcesol 3 ud.,0.96,19.0 g,435.0 Kcal,1825.0 KJ,0.4 g,61.0 g,3.8 g,https://www.carrefour.es/supermercado/chapelas-cacao-dulcesol-3-ud/R-VC4AECOMM-144603/p
Carrefour,Sardinillas en escabeche Classic Carrefour pack de 2 unidades de 65 g.,1.65,14 g,223 Kcal,929 KJ,1.13 g,0.0 g,24.2 g,https://www.carrefour.es/supermercado/sardinillas-en-escabeche-classic-carrefour-pack-de-2-unidades-de-65-g/R-prod590533/p
Carrefour,Ensalada de pasta con jamón Carretilla 240 g.,2.69,6.8 g,132 Kcal,551 KJ,0.95 g,13.4 g,3.4 g,https://www.carrefour.es/supermercado/ensalada-de-pasta-con-jamon-carretilla-240-g/R-521006860/p
Carrefour,Aceite de oliva virgen extra De Nuestra Tierra D.O Estepa 500 ml.,7.65,91 g,819 Kcal,3367 KJ,0 g,0 g,0 g,https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-de-nuestra-tierra-do-estepa-500-ml/R-prod780075/p
Carrefour,Caldo de pollo Knorr sin gluten y sin lactosa 24 pastillas,2.79,19 g,294 Kcal,1190 KJ,45.2 g,21 g,10 g,https://www.carrefour.es/supermercado/caldo-de-pollo-knorr-sin-gluten-y-sin-lactosa-24-pastillas/R-VC4AECOMM-099999/p
Carrefour,Mortadela de Pollo Campera sin gluten y sin lactosa 850 g,3.95,4.5 g,132 Kcal,557 KJ,1.90 g,9.3 g,13.6 g,https://www.carrefour.es/supermercado/mortadela-de-pollo-campera-sin-gluten-y-sin-lactosa-850-g/R-VC4AECOMM-709283/p
Carrefour,Filetes de melva en aceite de girasol Ubago 85 g.,2.85,23 g,294 Kcal,1220 KJ,0.67 g,0.5 g,22 g,https://www.carrefour.es/supermercado/filetes-de-melva-en-aceite-de-girasol-ubago-85-g/R-521006272/p
Carrefour,Confitura de frambuesa categoría extra light Carrefour 300 g.,2.55,0 g,49 Kcal,208 KJ,0.03 g,12 g,0.7 g,https://www.carrefour.es/supermercado/confitura-de-frambuesa-categoria-extra-light-carrefour-300-g/R-prod1030076/p
Carrefour,Tortilla pockets Old El Paso 223 g.,3.69,10.7 g,339 Kcal,1425 KJ,1.07 g,50.6 g,9.3 g,https://www.carrefour.es/supermercado/tortilla-pockets-old-el-paso-223-g/R-VC4AECOMM-539413/p
Carrefour,Corazones de palmito Carrefour 250 g.,2.75,0.7 g,34 Kcal,142 KJ,0.40 g,3.5 g,2.5 g,https://www.carrefour.es/supermercado/corazones-de-palmito-carrefour-250-g/R-fprod1270223/p
Carrefour,Tarrito guiso verduras con merluza desde 10 meses Hero Baby pack de 2 unidades de 235 g.,4.05,2.5 g,67 Kcal,281 KJ,0.09 g,8 g,2.3 g,https://www.carrefour.es/supermercado/tarrito-guiso-verduras-con-merluza-desde-10-meses-hero-baby-pack-de-2-unidades-de-235-g/R-VC4AECOMM-025500/p
Carrefour,Mermelada de melocotón categoría extra Ligeresa 330 g.,2.55,0.5 g,160 Kcal,669 KJ,0.01 g,39 g,0.5 g,https://www.carrefour.es/supermercado/mermelada-de-melocoton-categoria-extra-ligeresa-330-g/R-521003489/p
Carrefour,Pasta de lenteja roja Dalla Costa 250 g.,1.58,1.4 g,343 Kcal,1451 KJ,0.01 g,52.3 g,26.5 g,https://www.carrefour.es/supermercado/pasta-de-lenteja-roja-dalla-costa-250-g/R-VC4AECOMM-596459/p
Carrefour,Preparado lácteo crecimiento y desarrollo Puleva Max sin gluten sin lactosa brik 1 l.,1.99,2.8 g,60 Kcal,250 KJ,0.18 g,5.8 g,2.8 g,https://www.carrefour.es/supermercado/preparado-lacteo-crecimiento-y-desarrollo-puleva-max-sin-gluten-sin-lactosa-brik-1-l/R-814100171/p
Carrefour,Selección de setas enteras Findus 300 g.,3.75,0.2 g,26 Kcal,108 KJ,0.03 g,3.3 g,1.7 g,https://www.carrefour.es/supermercado/seleccion-de-setas-enteras-findus-300-g/R-699205208/p
Carrefour,Zumo blue berry Cancún Sunny Delight botella 33 cl.,0.99,0.0 g,11 Kcal,48 KJ,0.08 g,2.4 g,0.0 g,https://www.carrefour.es/supermercado/zumo-blue-berry-cancun-sunny-delight-botella-33-cl/R-VC4AECOMM-187397/p
Carrefour,Galletas María Gullón sin gluten y sin lactosa 380 g.,2.85,19 g,474 Kcal,1988 KJ,0.90 g,68 g,5.3 g,https://www.carrefour.es/supermercado/galletas-maria-gullon-sin-gluten-y-sin-lactosa-380-g/R-651303741/p
Carrefour,Salchichón Extra Carrefour El Mercado pack de 2 unidades de 120 g,1.99,33 g,385 Kcal,1595 KJ,3.3 g,2 g,20 g,https://www.carrefour.es/supermercado/salchichon-extra-carrefour-el-mercado-pack-de-2-unidades-de-120-g/R-VC4AECOMM-248781/p
Carrefour,Aceitunas rellenas de pimientos Carrefour sin gluten y sin lactosa 150 g.,1.65,10 g,98 Kcal,403 KJ,2.8 g,0.5 g,1.2 g,https://www.carrefour.es/supermercado/aceitunas-rellenas-de-pimientos-carrefour-sin-gluten-y-sin-lactosa-150-g/R-VC4AECOMM-481921/p
Carrefour,Acelgas en hoja Carrefour 400 g.,1.22,0 g,26 Kcal,108.86 KJ,0.35 g,3 g,2.5 g,https://www.carrefour.es/supermercado/acelgas-en-hoja-carrefour-400-g/R-521031620/p
Carrefour,Queso azul Bleu de France Entremont 100 g,2.45,28 g,342 Kcal,1419 KJ,2.6 g,1.5 g,21 g,https://www.carrefour.es/supermercado/queso-azul-bleu-de-france-entremont-100-g/R-prod410675/p
Carrefour,Zumo de arándano Ocean Spray brik 75 cl.,2.05,0 g,46 Kcal,192.59 KJ,0 g,11 g,0 g,https://www.carrefour.es/supermercado/zumo-de-arandano-ocean-spray-brik-75-cl/R-638301765/p
Carrefour,Tataki fresco de lomo de vacuno El Encinar de Humienta 500 g aprox,9.16,0.5 g,136 Kcal,571 KJ,9.1 g,26 g,5.4 g,https://www.carrefour.es/supermercado/tataki-fresco-de-lomo-de-vacuno-el-encinar-de-humienta-500-g-aprox/R-VC4AECOMM-679059/p
Carrefour,"Tinto de verano con limón sin alcohol Don Simón botella 1,5 l.",1.55,0 g,14 Kcal,60 KJ,0.01 g,3.5 g,0.1 g,https://www.carrefour.es/supermercado/tinto-de-verano-con-limon-sin-alcohol-don-simon-botella-15-l/R-527018083/p
Carrefour,Galletas Grok'n'Go Carrefour 7 ud.,1.99,27 g,510 Kcal,2134 KJ,0.2 g,59 g,6.8 g,https://www.carrefour.es/supermercado/galletas-grokngo-carrefour-7-ud/R-VC4AECOMM-172835/p
Carrefour,Cocktail de frutos secos sabores del mundo América MisterCorn Grefusa 180 g.,2.65,28.0 g,513.0 Kcal,2144.0 KJ,1.8 g,54.0 g,10.0 g,https://www.carrefour.es/supermercado/cocktail-de-frutos-secos-sabores-del-mundo-america-mistercorn-grefusa-180-g/R-657201827/p
Carrefour,Pan de leche Carrefour Classic 350 g.,1.49,13.0 g,344.0 Kcal,1445.0 KJ,0.94 g,47.0 g,9.6 g,https://www.carrefour.es/supermercado/pan-de-leche-carrefour-classic-350-g/R-prod550021/p
Carrefour,Refresco sabor naranja zero Carrefour Classic' lata 33 cl.,0.35,,4 Kcal,19 KJ,0.01 g,0.7 g,,https://www.carrefour.es/supermercado/refresco-sabor-naranja-zero-carrefour-classic-lata-33-cl/R-VC4AECOMM-036898/p
Carrefour,Fideos orientales de ternera Sensation Carrefour 65 g.,0.85,22.5 g,512.0 Kcal,2147.0 KJ,6.1 g,64.1 g,12.0 g,https://www.carrefour.es/supermercado/fideos-orientales-de-ternera-sensation-carrefour-65-g/R-VC4AECOMM-637232/p
Carrefour,Caserecce Terre d'Italia 500 g.,2.19,1.3 g,356 Kcal,1511 KJ,0.01 g,73 g,12 g,https://www.carrefour.es/supermercado/caserecce-terre-ditalia-500-g/R-prod720343/p
Carrefour,Arroz tres delicias con marisco Carrefour 500 g.,2.09,1.5 g,109.0 Kcal,462.0 KJ,0.23 g,19.3 g,4.6 g,https://www.carrefour.es/supermercado/arroz-tres-delicias-con-marisco-carrefour-500-g/R-521031575/p
Carrefour,Helado de pistacho tostado Pink Albatross sin gluten 480 ml,6.99,14.7 g,247.0 Kcal,1031.0 KJ,0.31 g,24.6 g,4.0 g,https://www.carrefour.es/supermercado/helado-de-pistacho-tostado-pink-albatross-sin-gluten-480-ml/R-VC4AECOMM-729618/p
Carrefour,Caramelos de goma Sour Boom Mix Fini sin gluten y sin aceite de palma 180 g.,2.35,,315 Kcal,1338 KJ,0.10 g,77 g,3.5 g,https://www.carrefour.es/supermercado/caramelos-de-goma-sour-boom-mix-fini-sin-gluten-y-sin-aceite-de-palma-180-g/R-VC4AECOMM-553792/p
Carrefour,Mantecadas Vega Pas sin lactosa 600 g.,3.39,28 g,466 Kcal,1945 KJ,0.67 g,48 g,5.3 g,https://www.carrefour.es/supermercado/mantecadas-vega-pas-sin-lactosa-600-g/R-VC4AECOMM-656359/p
Carrefour,Caramelos masticables de frutas Sugus sin gluten 1 kg.,17.69,7.30 g,405.0 Kcal,1711.0 KJ,0 g,86.50 g,0.70 g,https://www.carrefour.es/supermercado/caramelos-masticables-de-frutas-sugus-sin-gluten-1-kg/R-521029197/p
Carrefour,"Gelatina sabor fresa Protein Kaiku sin gluten, sin lactosa y sin azúcar pack de 4 unidades de 125 g.",2.15,0 g,33 Kcal,140 KJ,0.01 g,0 g,8.2 g,https://www.carrefour.es/supermercado/gelatina-sabor-fresa-protein-kaiku-sin-gluten-sin-lactosa-y-sin-azucar-pack-de-4-unidades-de-125-g/R-VC4AECOMM-248010/p
Carrefour,Pizza Barbacoa Ristorante Dr. Oetker 340 g,3.89,8.3 g,228 Kcal,957 KJ,1.3 g,27 g,9.8 g,https://www.carrefour.es/supermercado/pizza-barbacoa-ristorante-dr-oetker-340-g/R-867800458/p
Carrefour,Patatas paja con aceite de girasol Clasic Carrefour 200 g.,1.50,34 g,530 Kcal,2207 KJ,0.8 g,46 g,7.4 g,https://www.carrefour.es/supermercado/patatas-paja-con-aceite-de-girasol-clasic-carrefour-200-g/R-VC4AECOMM-815583/p
Carrefour,Masa brisa Carrefour 230 g.,1.25,23.0 g,415.0 Kcal,1733.0 KJ,0.9 g,41 g,6.3 g,https://www.carrefour.es/supermercado/masa-brisa-carrefour-230-g/R-663201868/p
Carrefour,Bacalao desmigado salado Carrefour El Mercado 250 g,4.99,1 g,97 Kcal,411 KJ,22 g,0 g,22 g,https://www.carrefour.es/supermercado/bacalao-desmigado-salado-carrefour-el-mercado-250-g/R-VC4AECOMM-713786/p
Carrefour,Conos con helado de nata Cornetto 6 ud.,5.59,15 g,272 Kcal,1132 KJ,0.15 g,30 g,2.7 g,https://www.carrefour.es/supermercado/conos-con-helado-de-nata-cornetto-6-ud/R-prod700179/p
Carrefour,Mini chocolatinas surtidas Mars Minis 400 g.,5.95,15.70 g,443.0 Kcal,1863.0 KJ,0.43 g,70.90 g,3.90 g,https://www.carrefour.es/supermercado/mini-chocolatinas-surtidas-mars-minis-400-g/R-768805545/p
