vendor,name,price,url,nutritional_info
dia,Galletas rellenas de chocolate estrellas Principe caja 225 g,"2,49 €",https://www.dia.es/galletas-bollos-y-cereales/galletas/p/100267,"{'grasas': '24g', 'hidratos_de_carbono': '64g', 'fibra_alimentaria': '2,1g', 'proteínas': '6g', 'sal': '0,58g'}"
dia,Salchichas cocidas súper Funky Frank bolsa 350 g,"1,79 €",https://www.dia.es/charcuteria-y-quesos/salchichas/p/101581,"{'grasas': '17g', 'hidratos_de_carbono': '4g', 'proteínas': '11g', 'sal': '2g'}"
dia,Pan rústico integral en rebanadas El molino de Dia bolsa 550 g,"1,69 €",https://www.dia.es/panes-harinas-y-masas/pan-recien-horneado/p/102528,"{'grasas': '3,6g', 'hidratos_de_carbono': '43,2g', 'fibra_alimentaria': '6,3g', 'proteínas': '11,4g', 'sal': '1,23g'}"
dia,Ron añejo Brugal botella 70 cl,"15,70 €",https://www.dia.es/cervezas-vinos-y-bebidas-con-alcohol/ron-y-whisky/p/103423
dia,Aceite de oliva intenso La Almazara del Olivar botella 1 l,"9,25 €",https://www.dia.es/aceites-salsas-y-especias/aceites/p/105,"{'grasas': '91,5g', 'hidratos_de_carbono': '0g', 'proteínas': '0g', 'sal': '0g'}"
dia,Refresco en polvo sabor limón Tang bolsa 30 g,"0,83 €",https://www.dia.es/agua-refrescos-y-zumos/otras-bebidas/p/10585,"{'grasas': '0,1g', 'hidratos_de_carbono': '2g', 'fibra_alimentaria': '0,1g', 'proteínas': '0,1g', 'sal': '0,01g'}"
dia,Gel limpiador facial diario antiespinillas Clean & Clear tubo 150 ml,"8,79 €",https://www.dia.es/perfumeria-higiene-salud/limpieza-facial-crema-facial/p/107850
dia,Paté para perros rico en cordero As tarrina 300 g,"0,95 €",https://www.dia.es/mascotas/perros/p/109286
dia,Loción corporal hidratante piel normal/seca Natural Honey bote 330 ml,"4,69 €",https://www.dia.es/perfumeria-higiene-salud/hidratacion-corporal/p/111474
dia,Zumo de naranja Don Simón brik 1 l,"2,25 €",https://www.dia.es/agua-refrescos-y-zumos/zumos/p/112829,"{'grasas': '0g', 'hidratos_de_carbono': '10g', 'proteínas': '0,6g', 'sal': '0,01g'}"
dia,Ginebra premium Larios 12 botella 70 cl,"16,55 €",https://www.dia.es/cervezas-vinos-y-bebidas-con-alcohol/ginebra-y-vodka/p/114299
dia,Yogur griego con fresa Fidias pack 4 x 125 g,"1,69 €",https://www.dia.es/yogures-y-postres/griegos-y-mousse/p/115176,"{'grasas': '9,9g', 'hidratos_de_carbono': '5,4g', 'proteínas': '3,6g', 'sal': '0,1g'}"
dia,Patatas fritas onduladas Ruffles bolsa 160 g,"1,99 €",https://www.dia.es/patatas-fritas-encurtidos-y-frutos-secos/patatas-fritas-y-snacks/p/11613,"{'grasas': '32g', 'hidratos_de_carbono': '50g', 'fibra_alimentaria': '3,9g', 'proteínas': '6,5g', 'sal': '1,2g'}"
dia,Infusión frutal frambuesa y rooibos Hornimans caja 20 unidades,"2,79 €",https://www.dia.es/cafe-cacao-e-infusiones/infusiones/p/117461
dia,Chorizo gallego malla 500 g,"4,39 €",https://www.dia.es/carniceria/cerdo/p/119015,"{'grasas': '24,7g', 'hidratos_de_carbono': '10,2g', 'proteínas': '22,1g', 'sal': '2,22g'}"
